IdNumber_Numero-db|MikanNumber_Numero-MIKAN|Title-Titre|Image-Number_Numero-Image|ImageUrl|Access_Condition-acces|Branch_Service|DateIssued_Date|Description|Location_Endroit|Photographer_Photographe|Subject_Sujet
2455|3589291|Sergeant G.A. Rainville, former Canadian member of the First Special Service Force, receiving the Silver Star from Brigadier-General E.F. Koenig, Commander of U.S. Forces in the United Kingdom, Canadian Repatriation Unit, England, 24 April 1945.|a208310-v6|http://central.bac-lac.gc.ca/.item/?op=img&id=a208310-v6|Credit: Lieut. Arthur L. Cole / Canada. Dept. of National Defence / Library and Archives Canada / PA-208310       @Restrictions on use: Nil       @Copyright: Expired|Army|April 24, 1945.||England:|Cole, Arthur L.|Army.
2456|3589295|Three chaplains taking part in a church service for personnel of the 6th Airborne Division, Wismar, Germany, 6 May 1945.|a208314-v6|http://central.bac-lac.gc.ca/.item/?op=img&id=a208314-v6|Credit: Lieut. Charles H. Richer / Canada. Dept. of National Defence / Library and Archives Canada / PA-208314       @Restrictions on use: Nil       @Copyright: Expired|Army|May 6, 1945.|(L-R): Captain Kenneth Child, a British chaplain; H/Captain Douglas C. Candy, chaplain of the 1st Canadian Parachute Battalion; Captain John Hall, a British chaplain|Wismar, Germany:|Richer, Charles H.|Army.
2457|3589296|Private Derrick W. Haney, a former member of the disbanded First Special Service Force, who is awaiting repatriation to Canada. London, England, 5 June 1945.|a208315-v6|http://central.bac-lac.gc.ca/.item/?op=img&id=a208315-v6|Credit: Capt. Harold D. Robinson / Canada. Dept. of National Defence / Library and Archives Canada / PA-208315       @Restrictions on use: Nil       @Copyright: Expired|Army|June 5, 1945.||London, England,:|Robinson, Harold D.|Army.
2458|3589297|Captain Ashton Kerr, a Canadian CANLOAN medical officer who served with the British 1st Airborne Division (British Army), who is aboard S.S. NIEUW AMSTERDAM en route to Canada for a thirty-day leave period in Montreal, Québec, Canada. ca. 12-16 September 1945.|a208316-v6|http://central.bac-lac.gc.ca/.item/?op=img&id=a208316-v6|Credit: Capt.Ken Bell / Canada. Dept. of National Defence / Library and Archives Canada / PA-208316       @Restrictions on use: Nil       @Copyright: Expired|Army|ca. September 12-16, 1945.|||Bell, Ken.|Army.
2459|3589482|Unidentified soldier stencilling numbers on the hood of a jeep, England, 21 December 1943.|a208432-v6|http://central.bac-lac.gc.ca/.item/?op=img&id=a208432-v6|Credit: Canada.  Dept. of National Defence / Library and Archives Canada / PA-208432       @Restrictions on use: Nil       @Copyright: Expired|Army|December 21, 1943.||England:|Unknown.|Army.
2460|3589661|Unidentified pilots, with a North American Harvard II aircraft in the background, who took part in a Single Engine Bombing Competition at No.31 Service Flying Training School (S.F.T.S.) (Royal Canadian Airforce Schools and Training Units), Royal Canadian Air Force, Kingston, Ontario, Canada, 13 July 1943.|a064615-v6|http://central.bac-lac.gc.ca/.item/?op=img&id=a064615-v6|Credit: Canada.  Dept. of National Defence / Library and Archives Canada / PA-064615       @Restrictions on use: Nil       @Copyright: Expired|Air Force|July 13, 1943.||Kingston, Ontario, Canada:|Unknown.|Royal Canadian Airforce (R.C.A.F.)
2461|3589864|Private S.V. Coulis, 7 Platoon, "B" Company, No.33 Canadian Army (Basic) Training Centre (Canadian Army Training Centres and Schools), Ottawa, Ontario, Canada, 24 June 1943.|a208580-v6|http://central.bac-lac.gc.ca/.item/?op=img&id=a208580-v6|Credit: Lieut. Ken Bell / Canada.  Dept. of National Defence / Library and Archives Canada / PA-208580       @Restrictions on use: Nil       @Copyright: Expired|Army|June 24, 1943.|He wears summer dress with webbing, rifle and bayonet.|Ottawa, Ontario, Canada:|Bell, Ken.|Army.
2462|3589865|An unidentified officer graduate, No.33 Canadian Army (Basic) Training Centre (Canadian Army Training Centres and Schools), Ottawa, Ontario, Canada, June 1943.|a208581-v6|http://central.bac-lac.gc.ca/.item/?op=img&id=a208581-v6|Credit: Lieut. Ken Bell / Canada.  Dept. of National Defence / Library and Archives Canada / PA-208581       @Restrictions on use: Nil       @Copyright: Expired|Army|June 1943.||Ottawa, Ontario, Canada:|Bell, Ken.|Army.
2463|3589867|Unidentified members of The Women’s Royal Canadian Naval Service (W.R.C.N.S.), the Canadian Women’s Army Corps (C.W.A.C.) and the Royal Canadian Air Force Women’s Division (WD) on Parliament Hill, Ottawa, Ontario, Canada, July 1943.|a208583-v6|http://central.bac-lac.gc.ca/.item/?op=img&id=a208583-v6|Credit: Lieut. Ken Bell / Canada.  Dept. of National Defence / Library and Archives Canada / PA-208583       @Restrictions on use: Nil       @Copyright: Expired|Army|July 1943.||Ottawa, Ontario, Canada:|Bell, Ken.|Army.
2464|3589869|An unidentified sentry, who wears a winter overcoat and webbing, at Lansdowne Park, Ottawa, Ontario, Canada, February 1942.|a208585-v6|http://central.bac-lac.gc.ca/.item/?op=img&id=a208585-v6|Credit: Canada.  Dept. of National Defence / Library and Archives Canada / PA-208585       @Restrictions on use: Nil       @Copyright: Expired|Army|February 1942.||Ottawa, Ontario, Canada:|Unknown.|Army.
2465|3589879|Unidentified soldiers modelling various Canadian Army uniforms, Ottawa, Ontario, Canada, June 1942.|a208595-v6|http://central.bac-lac.gc.ca/.item/?op=img&id=a208595-v6|Credit: Canada.  Dept. of National Defence / Library and Archives Canada / PA-208595       @Restrictions on use: Nil       @Copyright: Expired|Army|June 1942.|(L-R):  winter greatcoat, of heavy khaki, with a winter cap; winter drivers’ suit, worn by drivers and guards in exposed positions; gas uniform, with coat, helmet and respirator; waiters’ clothing, all white.|Ottawa, Ontario, Canada:|Unknown.|Army.
2466|3589887|An unidentified corporal of The Royal Winnipeg Rifles handling a sniper rifle, Ottawa, Ontario, Canada, 30 July 1942.|a208603-v6|http://central.bac-lac.gc.ca/.item/?op=img&id=a208603-v6|Credit: Canada.  Dept. of National Defence / Library and Archives Canada / PA-208603       @Restrictions on use: Nil       @Copyright: Expired|Army|July 30, 1942.||Ottawa, Ontario, Canada:|Unknown.|Army.
2467|3589889|Lieutenant-Colonel G.F.P. Bradbrooke, the newly-appointed Commanding Officer of the 1st Canadian Parachute Battalion, at the Canadian Building, Ottawa, Ontario, Canada, 29 October 1942.|a208627-v6|http://central.bac-lac.gc.ca/.item/?op=img&id=a208627-v6|Credit: Canada.  Dept. of National Defence / Library and Archives Canada / PA-208627       @Restrictions on use: Nil       @Copyright: Expired|Army|October 29, 1942.||Ottawa, Ontario, Canada:|Unknown.|Army.
2468|3589890|Two unidentified sergeants and a private of the 1st Canadian Parachute Battalion in front of Battalion Headquarters, Carter Barracks, Bulford, England, ca. May-June 1944.|a208628-v6|http://central.bac-lac.gc.ca/.item/?op=img&id=a208628-v6|Credit: Sgt. D.A. Reynolds / Canada.  Dept. of National Defence / Library and Archives Canada / PA-208628       @Restrictions on use: NIL       @Copyright: Expired|Army|ca. May-June 1944.||Bulford, England:|Reynolds, D.A.|Army.
2469|3589891|An unidentified lieutenant of the 1st Canadian Parachute Battalion, Carter Barracks, Bulford, England, ca. May-June 1944.|a208629-v6|http://central.bac-lac.gc.ca/.item/?op=img&id=a208629-v6|Credit: Sgt. D.A. Reynolds / Canada.  Dept. of National Defence / Library and Archives Canada / PA-208629       @Restrictions on use: Nil       @Copyright: Expired|Army|ca. May-June 1944.||Bulford, England:|Reynolds, D.A.|Army.
2470|3590671|War correspondent Ross Munro of the Canadian Press and Lieutenant George Noble examining a General Lee tank, England, 27 March 1942.|a208970-v6|http://central.bac-lac.gc.ca/.item/?op=img&id=a208970-v6|Credit: Capt. Laurie A. Audrain / Canada.  Dept. of National Defence / Library and Archives Canada / PA-208970       @Restrictions on use: Nil       @Copyright: Expired|Army|March 27, 1942.||England:|Audrain, Laurie A.|Army.
2471|3590884|Infantrymen of "D" Company,  Régiment de Maisonneuve, firing a two-inch mortar, Cuyk, Netherlands, 23 January 1945.|a190453-v6|http://central.bac-lac.gc.ca/.item/?op=img&id=a190453-v6|Credit: Lieut. Michael M. Dean / Canada.  Dept. of National Defence / Library and Archives Canada / PA-190453       @Restrictions on use: Nil       @Copyright: Expired|Army|January 23, 1945.|(L-R): Privates Raoul Archambault and Albert Harvey.|Cuyk, Netherlands:|Dean, Lieut. Michael M.|Army.
2472|3590885|Infantrymen of "B" Company, The Black Watch (Royal Highland Regiment) of Canada, firing a three-inch mortar, Groesbeek, Netherlands, 3 February 1945.|a183983-v6|http://central.bac-lac.gc.ca/.item/?op=img&id=a183983-v6|Credit: Lieut. Michael M. Dean / Canada.  Dept. of National Defence / Library and Archives Canada / PA-183983       @Restrictions on use: Nil       @Copyright: Expired|Army|February 3, 1945|(L-R): Private Joe Coughlan, Lance-Corporal  Jack Oldham.|Groesbeek, Netherlands,|Dean, Lieut. Michael M.|Army.
2473|3590967|Two Japanese soldiers emerging from an air-raid shelter, Atsugi, Japan, 1945.|a209286-v6|http://central.bac-lac.gc.ca/.item/?op=img&id=a209286-v6|Credit: Capt Colin C. McDougall / Canada.  Dept. of National Defence / Library and Archives Canada / PA-209286       @Restrictions on use: Nil       @Copyright: Expired|Army|1945.||Atsugi, Japan:|McDougall, Capt. Colin.|Army.
2474|3590968|War correspondent Shelley Mydans of Life magazine typing an article while sitting beside a display of swords surrendered by Japanese officers, Japan, August 1945.|a209287-v6|http://central.bac-lac.gc.ca/.item/?op=img&id=a209287-v6|Credit: Capt.Colin C. McDougall / Canada.  Dept. of National Defence / Library and Archives Canada / PA-209287       @Restrictions on use: Nil       @Copyright: Expired|Army|August 1945.|Two of the swords belonged to General Yamashita.|Japan:|McDougall, Capt. Colin.|Army.
2475|3591141|Lieutenant-General Kenneth Stuart (left), Chief of the General Staff, talking with Lieutenant Al Liddiard, who explains the deployment of a reserve parachute’s suspension lines, S-14 Canadian Parachute Training School (Canadian Army Training Centres and Schools), Camp Shilo, Manitoba, Canada, 13 September 1943.|a209382-v6|http://central.bac-lac.gc.ca/.item/?op=img&id=a209382-v6|Credit: M.D. Public Relation Section / Library and Archives Canada / PA-209382       @Restrictions on use: Nil       @Copyright: Expired|Army|September 13, 1943.||Camp Shilo, Manitoba, Canada:|M.D. Public Relation Section.|Army.
2476|3591145|Marchpast of the first class of parachute candidates to graduate from the S-14 Canadian Parachute Training Centre, Camp Shilo, Manitoba, Canada, 13 September 1943.|a209386-v6|http://central.bac-lac.gc.ca/.item/?op=img&id=a209386-v6|Credit: M.D. 10 Public Relation Section / Library and Archives Canada / PA-209386       @Restrictions on use: Nil       @Copyright: Expired|Army|September 13, 1943.||Camp Shilo, Manitoba, Canada:|M.D. 10 Public Relation Section Winnipeg.|Army.
2477|3591161|Corporal D.L. Harris, a member of the first group of Canadian Army personnel selected for parachute training, wrestling with a parachute canopy deployed by a wind machine, August 1942.|a209402-v6|http://central.bac-lac.gc.ca/.item/?op=img&id=a209402-v6|Credit: Harry Rowed / Canada.  Dept. of National Defence / Library and Archives Canada / PA-209402       @Restrictions on use: Nil       @Copyright: Expired|Army|August 1942.|||Rowed, Harry.|Army.
2478|3591199|Piper Roderick Grant of the 48th Highlanders of Canada playing his bagpipes for a crowd of liberated civilians, Matera, Italy, 24 September 1943.|a209414-v6|http://central.bac-lac.gc.ca/.item/?op=img&id=a209414-v6|Credit: Lieut.Jack H. Smith / Canada.  Dept. of National Defence / Library and Archives Canada / PA-209414       @Restrictions on use: Nil       @Copyright: Expired|Army|September 24, 1943.||Matera, Italy:|Smith, Jack H.|Army.
2479|3591583|Lieutenant McWilliams, an officer of The First Special Service Force, who wears a combination of dress insignia of the 1st Canadian Parachute Battalion and The First Special Service Force, Ottawa, Ontario, Canada, 21 June 1944.|a209534-v6|http://central.bac-lac.gc.ca/.item/?op=img&id=a209534-v6|Credit: Canada.  Dept. of National Defence / Library and Archives Canada / PA-209534       @Restrictions on use: Nil       @Copyright: Expired|Army|June 21, 1944.||Ottawa, Ontario, Canada:|Unknown.|Army.
2480|3591585|An unidentified non-commissioned officer of the 1st Canadian Parachute Battalion, who is wearing his maroon beret, plastic cap badge, Dennison smock and webbing, London, England, 1943.|a209536-v6|http://central.bac-lac.gc.ca/.item/?op=img&id=a209536-v6|Credit: Canada.  Dept. of National Defence / Library and Archives Canada / PA-209536       @Restrictions on use: Nil       @Copyright: Expired|Army|1943||London, England,|Unknown.|Army.
2481|3591588|General H.D.G. Crerar attending an investiture at the Civic Auditorium, Winnipeg, Manitoba, Canada, 13 January 1946.|a209539-v6|http://central.bac-lac.gc.ca/.item/?op=img&id=a209539-v6|Credit: Canada.  Dept. of National Defence / Library and Archives Canada / PA-209539       @Restrictions on use: Nil       @Copyright: Expired|Army|January 13, 1946.|(Left to right): an unidentified corporal of the Royal Canadian Army Service Corps (RCASC); General Crerar; an unidentified captain, probably of the Royal Canadian Artillery (RCA).|Winnipeg, Manitoba, Canada:|Unknown.|Army.
2482|3591946|Naval trainees demonstrating an unarmed combat exercise, H.M.C.S. CORNWALLIS, Deep Brook, Nova Scotia, Canada, 5 June 1945.|a209663-v6|http://central.bac-lac.gc.ca/.item/?op=img&id=a209663-v6|Credit: Canada.  Dept. of National Defence / Library and Archives Canada / PA-209663       @Restrictions on use: Nil       @Copyright: Expired|Navy|June 5, 1945.||Deep Brook, Nova Scotia, Canada:|Unknown.|Royal Canadian Navy (R.C.N.)
2483|3592050|Injured paratroopers of the 1st Canadian Parachute Battalion recuperating at No.11 Canadian General Hospital, Royal Canadian Army Medical Corps (R.C.A.M.C.), Taplow, England, June 1944.|a209708-v6|http://central.bac-lac.gc.ca/.item/?op=img&id=a209708-v6|Credit: Capt. Jack H. Smith / Library and Archives Canada / PA-209708       @Restrictions on use: Nil       @Copyright: Expired|Army|June 1944.|(Front, on ground): Private L.S. Henwood, "A" Company. (Seated, L-R): Private J.H. Adamson, HQ Company; Lance-Corporal Bill Mitchinson, "A" Company; Sergeant Gus Parker, "A" Company; Y.M.C.A. Supervisor Cody Moffat. (Standing, rear): Sergeant D.F. Wright, HQ Company.|Taplow, England:|Smith, J.H.|Army.
2484|3592064|Canadian parachute-qualified personnel who will be posted to the 1st Canadian Parachute Battalion undertaking winter infantry training at A-35 Canadian Parachute Training Centre (Canadian Army Training Centres and Schools), Camp Shilo, Manitoba, Canada, 20 March 1945.|a209722-v6|http://central.bac-lac.gc.ca/.item/?op=img&id=a209722-v6|Credit: Capt. Frank Royal / Canada.  Dept. of National Defence / Library and Archives Canada / PA-209722       @Restrictions on use: Nil       @Copyright: Expired|Army|March 20, 1945.||Camp Shilo, Manitoba, Canada:|Royal, Frank.|Army.
2485|3592068|Canadian parachute-qualified personnel who will be posted to the 1st Canadian Parachute Battalion undertaking winter infantry training at A-35 Canadian Parachute Training Centre (Canadian Army Training Centres and Schools), Camp Shilo, Manitoba, Canada, 20 March 1945.|a209726-v6|http://central.bac-lac.gc.ca/.item/?op=img&id=a209726-v6|Credit: Capt. Frank Royal / Canada. Dept. of National Defence / Library and Archives Canada / PA-209726       @Restrictions on use: Nil       @Copyright: Expired|Army|March 20, 1945.||Camp Shilo, Manitoba, Canada:|Royal, Frank.|Army.
2486|3592070|An unidentified parachute-qualified soldier, who is armed with a PIAT anti-tank weapon, undertaking winter infantry training at A-35 Canadian Parachute Training Centre (Canadian Army Training Centres and Schools), Camp Shilo, Manitoba, Canada, 20 March 1945.|a209728-v6|http://central.bac-lac.gc.ca/.item/?op=img&id=a209728-v6|Credit: Capt. Frank Royal / Canada. Dept. of National Defence / Library and Archives Canada / PA-209728       @Restrictions on use: Nil       @Copyright: Expired|Army|March 20, 1945.||Camp Shilo, Manitoba, Canada:|Royal, Frank.|Army.
2487|3592285|Private J.A. Robb of The Loyal Edmonton Regiment looking through a shell hole in the foundation of a building, Colle d’Anchise, Italy, 27 October 1943.|a209777-v6|http://central.bac-lac.gc.ca/.item/?op=img&id=a209777-v6|Credit: Lieut. Terry F. Rowe / Canada. Dept. of National Defence / Library and Archives Canada / PA-209777       @Restrictions on use: Nil       @Copyright: Expired|Army|October 27, 1943.||Colle d’Anchise, Italy:|Rowe, Terry F.|Army.
2488|3592321|British Commandos of No.3 or No.4 Commando (British Army) who took part in Operation JUBILEE, the Dieppe raid, returning to England, 19 August 1942.|a210152-v6|http://central.bac-lac.gc.ca/.item/?op=img&id=a210152-v6|Credit: Canada.  Dept. of National Defence / Library and Archives Canada / PA-210152       @Restrictions on use: Nil       @Copyright: Expired|Army|August 19, 1942.|||Unknown.|Army.
2489|3592322|Unidentified Canadian soldiers who took part in Operation JUBILEE, the Dieppe raid, returning to England, 19 August 1942.|a210153-v6|http://central.bac-lac.gc.ca/.item/?op=img&id=a210153-v6|Credit: Canada.  Dept. of National Defence / Library and Archives Canada / PA-210153       @Restrictions on use: Nil       @Copyright: Expired|Army|August 19, 1942.|||Unknown.|Army.
2490|3592340|An unidentified Canadian soldier, who is armed with a Thompson machine gun, escorting a German prisoner who was captured during Operation JUBILEE, the Dieppe raid. England, 19 August 1942.|a210156-v6|http://central.bac-lac.gc.ca/.item/?op=img&id=a210156-v6|Credit: Canada.  Dept. of National Defence / Library and Archives Canada / PA-210156       @Restrictions on use: Nil       @Copyright: Expired|Army|August 19, 1942.||England:|Unknown.|Army.
2491|3592417|Corporal Alfred Daoust (left) of Les Fusiliers Mont-Royal and Sergeant E.L. Dixon of  The Essex Scottish Regiment, both of whom received the Military Medal during an investiture at Buckingham Palace, London, England, 27 October 1942.|a209956-v6|http://central.bac-lac.gc.ca/.item/?op=img&id=a209956-v6|Credit: Lieut. C.E. Nye / Canada. Dept. of National Defence / Library and Archives Canada / PA-209956       @Restrictions on use: Nil       @Copyright: Expired|Army|October 27, 1942.||London, England:|Nye, C.E.|Army.
2492|3592426|Private Leonard A. Middleton (centre) of The Toronto Scottish Regiment, who received the Military Medal during an investiture at Buckingham Palace, London, England, 27 October 1942.|a209965-v6|http://central.bac-lac.gc.ca/.item/?op=img&id=a209965-v6|Credit: Lieut. C.E. Nye / Canada.  Dept. of National Defence / Library and Archives Canada / PA-209965       @Restrictions on use: Nil       @Copyright: Expired|Army|October 27, 1942.|(L-R): Privates L.H. O’Hagan, L.A. Middleton and E.M. Neal, all of The Toronto Scottish Regiment.|London, England:|Nye, C.E.|Army.
2493|3592489|Infantrymen of The Lincoln and Welland Regiment, who are riding in a Universal Carrier, talking with F/O O.K. Morgan, who stands in front of a Hawker Hurricane XII aircraft of No.127(F) Squadron, R.C.A.F., Gander, Newfoundland, May 1943.|a210166-v6|http://central.bac-lac.gc.ca/.item/?op=img&id=a210166-v6|Credit: National Film Board of Canada.  Photothèque / Library and Archives Canada / PA-210166       @Restrictions on use: Nil       @Copyright: Expired|Army|May 1943.||Gander, Newfoundland:|Unknown.|Army.
2494|3592931|Lieutenant-General A.G.L. McNaughton and Major-General Georges P. Vanier inspecting the vehicles and equipment of the 3rd Battalion, Royal Canadian Engineers (R.C.E.), England, 6 May 1943.|a211277-v6|http://central.bac-lac.gc.ca/.item/?op=img&id=a211277-v6|Credit: Lieut. Dwight E. Dolan / Canada. Dept. of National Defence / Library and Archives Canada / PA-211277       @Restrictions on use: Nil       @Copyright: Expired|Army|May 6, 1943.||England:|Dolan, Dwight E.|Army.
2495|3593044|Two unidentified privates of The Edmonton Regiment priming No.36 Mills fragmentation grenades for grenade range qualifications, Shoreham, England, 26 March 1942.|a211305-v6|http://central.bac-lac.gc.ca/.item/?op=img&id=a211305-v6|Credit: Lieut. C.E. Nye / Canada.  Dept. of National Defence / Library and Archives Canada / PA-211305       @Restrictions on use: Nil       @Copyright: Expired|Army|March 26, 1942.||Shoreham, England:|Nye, C.E.|Army.
2496|3593048|An unidentified private of The Highland Light Infantry of Canada, who is armed with a Boys anti-tank rifle, taking part in a training exercise, Bognor Regis, England, 7 April 1942.|a211306-v6|http://central.bac-lac.gc.ca/.item/?op=img&id=a211306-v6|Credit: Lieut. C.E. Nye / Canada.  Dept. of National Defence / Library and Archives Canada / PA-211306       @Restrictions on use: Nil       @Copyright: Expired|Army|April 7, 1942.||Bognor Regis, England:|Nye, C.E.|Army.
2497|3593049|Three unidentified infantrymen of Les Fusiliers Mont-Royal waiting to disembark from a troopship at No.7 Pier, Glasgow, Scotland, 16 April 1942.|a211307-v6|http://central.bac-lac.gc.ca/.item/?op=img&id=a211307-v6|Credit: Capt.Frank Royal / Canada.  Dept. of National Defence / Library and Archives Canada / PA-211307       @Restrictions on use: Nil       @Copyright: Expired|Army|April 16, 1942.||Glasgow, Scotland:|Royal, Frank.|Army.
2498|3593051|Hon. W.A.Buchanan of the Canadian Senate talking with a drummer of The Royal Winnipeg Rifles near Storrington, England, 23 October 1942.|a211308-v6|http://central.bac-lac.gc.ca/.item/?op=img&id=a211308-v6|Credit: Lieut. Alex M. Stirton / Canada.  Dept. of National Defence / Library and Archives Canada / PA-211308       @Restrictions on use: Nil       @Copyright: Expired|Army|October 23, 1942.||Storrington, England (vicinity):|Stirton, Alexander Mackenzie, 1915-|Army.
2499|3593052|Four motorcycle Bren gun teams of the Royal Montreal Regiment taking part in a training exercise at Petworth Camp, England, 28 April 1942.|a211309-v6|http://central.bac-lac.gc.ca/.item/?op=img&id=a211309-v6|Credit: Lieut. C.E. Nye / Canada.  Dept. of National Defence / Library and Archives Canada / PA-211309       @Restrictions on use: Nil       @Copyright: Expired|Army|April 28, 1942.|The motorcycles are Heavy WLC Harley Davidsons with sidecars which incoporate special Bren gun mounts.|England:|Nye, C.E.|Army.
2500|3593053|Corporal Leonard J. Tupper of the Loyal Edmonton Regiment, who received the Military Medal for his actions near Leonforte, Italy, 26 August 1943.|a211310-v6|http://central.bac-lac.gc.ca/.item/?op=img&id=a211310-v6|Credit: Lieut. Terry F. Rowe / Canada.  Dept. of National Defence / Library and Archives Canada / PA-211310       @Restrictions on use: Nil       @Copyright: Expired|Army|August  26, 1943.||Leonforte, Italy (vicinity):|Rowe, Terry F.|Army.
2501|3593376|Unidentified crew of a Centaur Mk II anti-aircraft vehicle of The Canadian Grenadier Guards talking with three French women, Elbeuf, France, 28 August 1944.|a211325-v6|http://central.bac-lac.gc.ca/.item/?op=img&id=a211325-v6|Credit: Lieut. Ken Bell / Canada.  Dept. of National Defence / Library and Archives Canada / PA-211325       @Restrictions on use: Nil       @Copyright: Expired|Army|August 28, 1944.||Elbeuf, France:|Bell, Ken.|Army.
2502|3593377|Guardsman R.W. Ferguson of The Canadian Grenadier Guards watches two French children examining his Centaur MkII anti-aircraft vehicle, Elbeuf, France, 28 August 1944.|a211326-v6|http://central.bac-lac.gc.ca/.item/?op=img&id=a211326-v6|Credit: Lieut. Ken Bell / Canada.  Dept. of National Defence / Library and Archives Canada / PA-211326       @Restrictions on use: Nil       @Copyright: Expired|Army|August 28, 1944.||Elbeuf, France:|Bell, Ken.|Army.
2503|3593849|Unidentified sapper of No.1 Tunnelling Company,  Royal Canadian Engineers (R.C.E.), Scotland, 20 May 1941.|a211466-v6|http://central.bac-lac.gc.ca/.item/?op=img&id=a211466-v6|Credit: Capt. Laurie A. Audrain / Canada. Dept. of National Defence / Library and Archives Canada / PA-211466       @Restrictions on use: Nil       @Copyright: Expired|Army|May 20, 1941.||Scotland:|Audrain, Laurie A.|Army.
2504|3593855|Unidentified corporal and signaller of Le Régiment de Maisonneuve operating a No.18 Wireless set while on guard duty somewhere on the southeast coast of England, 13 January 1942.|a211472-v6|http://central.bac-lac.gc.ca/.item/?op=img&id=a211472-v6|Credit: Capt.Frank Royal / Canada.  Dept. of National Defence / Library and Archives Canada / PA-211472       @Restrictions on use: NIL       @Copyright: Expired|Army|January 13, 1942.||England (vicinity):|Royal, Frank.|Army.
2505|3593856|An unidentified infantryman of Le Régiment de Maisonneuve on guard duty somewhere on the southeast coast of England, 13 January 1942.|a211473-v6|http://central.bac-lac.gc.ca/.item/?op=img&id=a211473-v6|Credit: Capt. Frank Royal / Canada.  Dept. of National Defence / Library and Archives Canada / PA-211473       @Restrictions on use: NIL       @Copyright: Expired|Army|January 13, 1942.||England (vicinity):|Royal, Frank.|Army.
2506|3593857|An unidentified sergeant of The Royal Hamilton Light Infantry wearing his 1937 Pattern webbing, Infantry Battle Order. Sussex, England, 25 March 1942.|a211474-v6|http://central.bac-lac.gc.ca/.item/?op=img&id=a211474-v6|Credit: Capt. Laurie A. Audrain / Canada.  Dept. of National Defence / Library and Archives Canada / PA-211474       @Restrictions on use: NIL       @Copyright: Expired|Army|March 25, 1942.||Sussex, England:|Audrain, Laurie A.|Army.
2507|3593863|An unidentified infantryman of the 2nd or 3rd Canadian Infantry Divisions taking part in Exercise BEAVER III, England, 10 May 1942.|a211480-v6|http://central.bac-lac.gc.ca/.item/?op=img&id=a211480-v6|Credit: Capt. Frank Royal / Canada.  Dept. of National Defence / Library and Archives Canada / PA-211480       @Restrictions on use: NIL       @Copyright: Expired|Army|May 10, 1942.||England:|Royal, Frank.|Army.
2508|3593868|Unidentified Canadian soldiers relaxing aboard the troopship S.S. PASTEUR, which is part of Convoy T.C.14 en route from Halifax, Nova Scotia, Canada, to Glasgow, Scotland, 14 November 1941.|a211482-v6|http://central.bac-lac.gc.ca/.item/?op=img&id=a211482-v6|Credit: Capt. Frank Royal / Canada.  Dept. of National Defence / Library and Archives Canada / PA-211482       @Restrictions on use: NIL       @Copyright: Expired|Army|November 14, 1941.|The soldier on the right is a despatch rider.||Royal, Frank.|Army.
2509|3593872|Group of Canadian senior non-commissioned officers who have just graduated from their British parachute course at No.1 Parachute Training School, Ringway, England, and are now at a Non-Effective Transit Depot (N.E.T.D.), England, 12 September 1942.|a211486-v6|http://central.bac-lac.gc.ca/.item/?op=img&id=a211486-v6|Credit: Capt. Frank Royal / Canada.  Dept. of National Defence / Library and Archives Canada / PA-211486       @Restrictions on use: NIL       @Copyright: Expired|Army|September 12, 1942.||England:|Royal, Frank.|Army.
2510|3596203|Two unidentified Bren gunners, who are riding bicycles, taking part in a 1st Canadian Infantry Division training exercise, England, ca. 1-3 April 1943.|a211636-v6|http://central.bac-lac.gc.ca/.item/?op=img&id=a211636-v6|Credit: Lieut. Jack H. Smith / Canada.  Dept. of National Defence / Library and Archives Canada / PA-211636       @Restrictions on use: Nil       @Copyright: Expired|Army|ca. April 1-3, 1943.||England:|Smith, Jack H.|Army.
2511|3596204|An unidentified Bren gunner, who is securing his gun on a special weapons rack on his bicycle, taking part in a 1st Canadian Infantry Division training exercise, England, ca. 1-3 April 1943.|a211637-v6|http://central.bac-lac.gc.ca/.item/?op=img&id=a211637-v6|Credit: Lieut. Jack H. Smith / Canada.  Dept. of National Defence / Library and Archives Canada / PA-211637       @Restrictions on use: Nil       @Copyright: Expired|Army|ca. April 1-3, 1943.||England:|Smith, Jack H.|Army.
2512|3596205|Unidentified infantrymen using their Lee Enfield rifles fitted with Mark II bayonets to probe soil during a mine-clearing drill during a 1st Canadian Infantry Division training exercise, England, ca. 1-3 April 1943.|a211638-v6|http://central.bac-lac.gc.ca/.item/?op=img&id=a211638-v6|Credit: Lieut. Alex M. Stirton / Canada.  Dept. of National Defence / Library and Archives Canada / PA-211638       @Restrictions on use: Nil       @Copyright: Expired|Army|ca. April 1-3, 1943.||England:|Stirton, Alexander Mackenzie, 1915-|Army.
2513|3596206|An unidentified gunner of the 5th Anti-Tank Regiment, Royal Canadian Artillery (R.C.A.), clearing his weapon following weapons range qualifications, England, 16 April 1943.|a211639-v6|http://central.bac-lac.gc.ca/.item/?op=img&id=a211639-v6|Credit: Capt. Frank Royal / Canada.  Dept. of National Defence / Library and Archives Canada / PA-211639       @Restrictions on use: Nil       @Copyright: Expired|Army|April 16, 1943.||England:|Royal, Frank.|Army.
